TimeStamp,,,,TimeStamp,,Specification,Value,Unit
14:20:20.487 -> Flow rate: 58.33 L/m,,,,20:20.5,->,Flow rate:,58.33,L/m
14:20:20.584 -> Flow rate: 66.67 L/m,,,,20:20.6,->,Flow rate:,66.67,L/m
14:20:20.677 -> Flow rate: 58.33 L/m,,,,20:20.7,->,Flow rate:,58.33,L/m
14:20:20.756 -> Flow rate: 66.67 L/m,,,,20:20.8,->,Flow rate:,66.67,L/m
14:20:20.851 -> Flow rate: 58.33 L/m,,,,20:20.9,->,Flow rate:,58.33,L/m
14:20:20.992 -> Flow rate: 58.33 L/m,,,,20:21.0,->,Flow rate:,58.33,L/m
14:20:21.087 -> Flow rate: 66.67 L/m,,,,20:21.1,->,Flow rate:,66.67,L/m
14:20:21.181 -> Flow rate: 66.67 L/m,,,,20:21.2,->,Flow rate:,66.67,L/m
14:20:21.277 -> Flow rate: 66.67 L/m,,,,20:21.3,->,Flow rate:,66.67,L/m
14:20:21.371 -> Flow rate: 66.67 L/m,,,,20:21.4,->,Flow rate:,66.67,L/m
14:20:21.456 -> Flow rate: 66.67 L/m,,,,20:21.5,->,Flow rate:,66.67,L/m
14:20:21.593 -> Flow rate: 58.33 L/m,,,,20:21.6,->,Flow rate:,58.33,L/m
14:20:21.687 -> Flow rate: 66.67 L/m,,,,20:21.7,->,Flow rate:,66.67,L/m
14:20:21.781 -> Flow rate: 66.67 L/m,,,,20:21.8,->,Flow rate:,66.67,L/m
14:20:21.892 -> Flow rate: 66.67 L/m,,,,20:21.9,->,Flow rate:,66.67,L/m
14:20:21.987 -> Flow rate: 66.67 L/m,,,,20:22.0,->,Flow rate:,66.67,L/m
14:20:22.082 -> Flow rate: 66.67 L/m,,,,20:22.1,->,Flow rate:,66.67,L/m
14:20:22.161 -> Flow rate: 66.67 L/m,,,,20:22.2,->,Flow rate:,66.67,L/m
14:20:22.256 -> Flow rate: 66.67 L/m,,,,20:22.3,->,Flow rate:,66.67,L/m
14:20:22.397 -> Flow rate: 66.67 L/m,,,,20:22.4,->,Flow rate:,66.67,L/m
14:20:22.492 -> Flow rate: 66.67 L/m,,,,20:22.5,->,Flow rate:,66.67,L/m
14:20:22.586 -> Flow rate: 66.67 L/m,,,,20:22.6,->,Flow rate:,66.67,L/m
14:20:22.681 -> Flow rate: 58.33 L/m,,,,20:22.7,->,Flow rate:,58.33,L/m
14:20:22.776 -> Flow rate: 66.67 L/m,,,,20:22.8,->,Flow rate:,66.67,L/m
14:20:22.871 -> Flow rate: 66.67 L/m,,,,20:22.9,->,Flow rate:,66.67,L/m
14:20:22.966 -> Flow rate: 58.33 L/m,,,,20:23.0,->,Flow rate:,58.33,L/m
14:20:23.061 -> Flow rate: 58.33 L/m,,,,20:23.1,->,Flow rate:,58.33,L/m
14:20:23.155 -> Flow rate: 66.67 L/m,,,,20:23.2,->,Flow rate:,66.67,L/m
14:20:23.299 -> Flow rate: 58.33 L/m,,,,20:23.3,->,Flow rate:,58.33,L/m
14:20:23.393 -> Flow rate: 58.33 L/m,,,,20:23.4,->,Flow rate:,58.33,L/m
14:20:23.488 -> Flow rate: 58.33 L/m,,,,20:23.5,->,Flow rate:,58.33,L/m
14:20:23.582 -> Flow rate: 50.00 L/m,,,,20:23.6,->,Flow rate:,50,L/m
14:20:23.676 -> Flow rate: 58.33 L/m,,,,20:23.7,->,Flow rate:,58.33,L/m
14:20:23.773 -> Flow rate: 50.00 L/m,,,,20:23.8,->,Flow rate:,50,L/m
14:20:23.866 -> Flow rate: 58.33 L/m,,,,20:23.9,->,Flow rate:,58.33,L/m
14:20:23.961 -> Flow rate: 50.00 L/m,,,,20:24.0,->,Flow rate:,50,L/m
14:20:24.084 -> Flow rate: 50.00 L/m,,,,20:24.1,->,Flow rate:,50,L/m
14:20:24.166 -> Flow rate: 41.67 L/m,,,,20:24.2,->,Flow rate:,41.67,L/m
14:20:24.260 -> Flow rate: 50.00 L/m,,,,20:24.3,->,Flow rate:,50,L/m
14:20:24.355 -> Flow rate: 50.00 L/m,,,,20:24.4,->,Flow rate:,50,L/m
14:20:24.498 -> Flow rate: 58.33 L/m,,,,20:24.5,->,Flow rate:,58.33,L/m
14:20:24.561 -> Flow rate: 50.00 L/m,,,,20:24.6,->,Flow rate:,50,L/m
14:20:24.655 -> Flow rate: 58.33 L/m,,,,20:24.7,->,Flow rate:,58.33,L/m
14:20:24.791 -> Flow rate: 66.67 L/m,,,,20:24.8,->,Flow rate:,66.67,L/m
14:20:24.877 -> Flow rate: 58.33 L/m,,,,20:24.9,->,Flow rate:,58.33,L/m
14:20:24.972 -> Flow rate: 66.67 L/m,,,,20:25.0,->,Flow rate:,66.67,L/m
14:20:25.069 -> Flow rate: 66.67 L/m,,,,20:25.1,->,Flow rate:,66.67,L/m
14:20:25.163 -> Flow rate: 66.67 L/m,,,,20:25.2,->,Flow rate:,66.67,L/m
14:20:25.256 -> Flow rate: 66.67 L/m,,,,20:25.3,->,Flow rate:,66.67,L/m
14:20:25.399 -> Flow rate: 66.67 L/m,,,,20:25.4,->,Flow rate:,66.67,L/m
14:20:25.494 -> Flow rate: 66.67 L/m,,,,20:25.5,->,Flow rate:,66.67,L/m
14:20:25.588 -> Flow rate: 66.67 L/m,,,,20:25.6,->,Flow rate:,66.67,L/m
14:20:25.683 -> Flow rate: 75.00 L/m,,,,20:25.7,->,Flow rate:,75,L/m
14:20:25.777 -> Flow rate: 66.67 L/m,,,,20:25.8,->,Flow rate:,66.67,L/m
14:20:25.871 -> Flow rate: 66.67 L/m,,,,20:25.9,->,Flow rate:,66.67,L/m
14:20:25.966 -> Flow rate: 66.67 L/m,,,,20:26.0,->,Flow rate:,66.67,L/m
14:20:26.060 -> Flow rate: 66.67 L/m,,,,20:26.1,->,Flow rate:,66.67,L/m
14:20:26.155 -> Flow rate: 66.67 L/m,,,,20:26.2,->,Flow rate:,66.67,L/m
14:20:26.250 -> Flow rate: 66.67 L/m,,,,20:26.3,->,Flow rate:,66.67,L/m
14:20:26.375 -> Flow rate: 66.67 L/m,,,,20:26.4,->,Flow rate:,66.67,L/m
14:20:26.471 -> Flow rate: 66.67 L/m,,,,20:26.5,->,Flow rate:,66.67,L/m
14:20:26.565 -> Flow rate: 66.67 L/m,,,,20:26.6,->,Flow rate:,66.67,L/m
14:20:26.660 -> Flow rate: 75.00 L/m,,,,20:26.7,->,Flow rate:,75,L/m
14:20:26.755 -> Flow rate: 66.67 L/m,,,,20:26.8,->,Flow rate:,66.67,L/m
14:20:26.850 -> Flow rate: 66.67 L/m,,,,20:26.8,->,Flow rate:,66.67,L/m
14:20:26.991 -> Flow rate: 66.67 L/m,,,,20:27.0,->,Flow rate:,66.67,L/m
14:20:27.085 -> Flow rate: 66.67 L/m,,,,20:27.1,->,Flow rate:,66.67,L/m
14:20:27.164 -> Flow rate: 66.67 L/m,,,,20:27.2,->,Flow rate:,66.67,L/m
14:20:27.290 -> Flow rate: 58.33 L/m,,,,20:27.3,->,Flow rate:,58.33,L/m
14:20:27.385 -> Flow rate: 66.67 L/m,,,,20:27.4,->,Flow rate:,66.67,L/m
14:20:27.482 -> Flow rate: 66.67 L/m,,,,20:27.5,->,Flow rate:,66.67,L/m
14:20:27.575 -> Flow rate: 66.67 L/m,,,,20:27.6,->,Flow rate:,66.67,L/m
14:20:27.669 -> Flow rate: 66.67 L/m,,,,20:27.7,->,Flow rate:,66.67,L/m
14:20:27.763 -> Flow rate: 66.67 L/m,,,,20:27.8,->,Flow rate:,66.67,L/m
14:20:27.858 -> Flow rate: 66.67 L/m,,,,20:27.9,->,Flow rate:,66.67,L/m
14:20:27.953 -> Flow rate: 66.67 L/m,,,,20:28.0,->,Flow rate:,66.67,L/m
14:20:28.048 -> Flow rate: 66.67 L/m,,,,20:28.0,->,Flow rate:,66.67,L/m
14:20:28.191 -> Flow rate: 75.00 L/m,,,,20:28.2,->,Flow rate:,75,L/m
14:20:28.289 -> Flow rate: 58.33 L/m,,,,20:28.3,->,Flow rate:,58.33,L/m
14:20:28.395 -> Flow rate: 66.67 L/m,,,,20:28.4,->,Flow rate:,66.67,L/m
14:20:28.475 -> Flow rate: 58.33 L/m,,,,20:28.5,->,Flow rate:,58.33,L/m
14:20:28.570 -> Flow rate: 66.67 L/m,,,,20:28.6,->,Flow rate:,66.67,L/m
14:20:28.698 -> Flow rate: 66.67 L/m,,,,20:28.7,->,Flow rate:,66.67,L/m
14:20:28.791 -> Flow rate: 66.67 L/m,,,,20:28.8,->,Flow rate:,66.67,L/m
14:20:28.890 -> Flow rate: 58.33 L/m,,,,20:28.9,->,Flow rate:,58.33,L/m
14:20:28.996 -> Flow rate: 66.67 L/m,,,,20:29.0,->,Flow rate:,66.67,L/m
14:20:29.091 -> Flow rate: 66.67 L/m,,,,20:29.1,->,Flow rate:,66.67,L/m
14:20:29.186 -> Flow rate: 66.67 L/m,,,,20:29.2,->,Flow rate:,66.67,L/m
14:20:29.280 -> Flow rate: 66.67 L/m,,,,20:29.3,->,Flow rate:,66.67,L/m
14:20:29.374 -> Flow rate: 66.67 L/m,,,,20:29.4,->,Flow rate:,66.67,L/m
14:20:29.470 -> Flow rate: 66.67 L/m,,,,20:29.5,->,Flow rate:,66.67,L/m
14:20:29.564 -> Flow rate: 66.67 L/m,,,,20:29.6,->,Flow rate:,66.67,L/m
14:20:29.658 -> Flow rate: 66.67 L/m,,,,20:29.7,->,Flow rate:,66.67,L/m
14:20:29.752 -> Flow rate: 66.67 L/m,,,,20:29.8,->,Flow rate:,66.67,L/m
14:20:29.847 -> Flow rate: 66.67 L/m,,,,20:29.8,->,Flow rate:,66.67,L/m
14:20:29.989 -> Flow rate: 66.67 L/m,,,,20:30.0,->,Flow rate:,66.67,L/m
14:20:30.084 -> Flow rate: 66.67 L/m,,,,20:30.1,->,Flow rate:,66.67,L/m
14:20:30.147 -> Flow rate: 66.67 L/m,,,,20:30.1,->,Flow rate:,66.67,L/m
14:20:30.289 -> Flow rate: 66.67 L/m,,,,20:30.3,->,Flow rate:,66.67,L/m
14:20:30.384 -> Flow rate: 66.67 L/m,,,,20:30.4,->,Flow rate:,66.67,L/m
14:20:30.479 -> Flow rate: 75.00 L/m,,,,20:30.5,->,Flow rate:,75,L/m
14:20:30.574 -> Flow rate: 66.67 L/m,,,,20:30.6,->,Flow rate:,66.67,L/m
14:20:30.668 -> Flow rate: 66.67 L/m,,,,20:30.7,->,Flow rate:,66.67,L/m
14:20:30.763 -> Flow rate: 66.67 L/m,,,,20:30.8,->,Flow rate:,66.67,L/m
14:20:30.857 -> Flow rate: 66.67 L/m,,,,20:30.9,->,Flow rate:,66.67,L/m
14:20:30.952 -> Flow rate: 75.00 L/m,,,,20:31.0,->,Flow rate:,75,L/m
14:20:31.047 -> Flow rate: 66.67 L/m,,,,20:31.0,->,Flow rate:,66.67,L/m
14:20:31.157 -> Flow rate: 66.67 L/m,,,,20:31.2,->,Flow rate:,66.67,L/m
14:20:31.254 -> Flow rate: 66.67 L/m,,,,20:31.3,->,Flow rate:,66.67,L/m
14:20:31.395 -> Flow rate: 66.67 L/m,,,,20:31.4,->,Flow rate:,66.67,L/m
14:20:31.475 -> Flow rate: 58.33 L/m,,,,20:31.5,->,Flow rate:,58.33,L/m
14:20:31.568 -> Flow rate: 66.67 L/m,,,,20:31.6,->,Flow rate:,66.67,L/m
14:20:31.663 -> Flow rate: 58.33 L/m,,,,20:31.7,->,Flow rate:,58.33,L/m
14:20:31.758 -> Flow rate: 66.67 L/m,,,,20:31.8,->,Flow rate:,66.67,L/m
14:20:31.896 -> Flow rate: 58.33 L/m,,,,20:31.9,->,Flow rate:,58.33,L/m
14:20:31.982 -> Flow rate: 58.33 L/m,,,,20:32.0,->,Flow rate:,58.33,L/m
14:20:32.077 -> Flow rate: 66.67 L/m,,,,20:32.1,->,Flow rate:,66.67,L/m
14:20:32.172 -> Flow rate: 58.33 L/m,,,,20:32.2,->,Flow rate:,58.33,L/m
14:20:32.253 -> Flow rate: 58.33 L/m,,,,20:32.3,->,Flow rate:,58.33,L/m
14:20:32.411 -> Flow rate: 66.67 L/m,,,,20:32.4,->,Flow rate:,66.67,L/m
14:20:32.458 -> Flow rate: 58.33 L/m,,,,20:32.5,->,Flow rate:,58.33,L/m
14:20:32.555 -> Flow rate: 58.33 L/m,,,,20:32.6,->,Flow rate:,58.33,L/m
14:20:32.680 -> Flow rate: 66.67 L/m,,,,20:32.7,->,Flow rate:,66.67,L/m
14:20:32.775 -> Flow rate: 58.33 L/m,,,,20:32.8,->,Flow rate:,58.33,L/m
14:20:32.871 -> Flow rate: 58.33 L/m,,,,20:32.9,->,Flow rate:,58.33,L/m
14:20:32.965 -> Flow rate: 66.67 L/m,,,,20:33.0,->,Flow rate:,66.67,L/m
14:20:33.076 -> Flow rate: 66.67 L/m,,,,20:33.1,->,Flow rate:,66.67,L/m
14:20:33.171 -> Flow rate: 66.67 L/m,,,,20:33.2,->,Flow rate:,66.67,L/m
14:20:33.267 -> Flow rate: 66.67 L/m,,,,20:33.3,->,Flow rate:,66.67,L/m
14:20:33.362 -> Flow rate: 66.67 L/m,,,,20:33.4,->,Flow rate:,66.67,L/m
14:20:33.458 -> Flow rate: 66.67 L/m,,,,20:33.5,->,Flow rate:,66.67,L/m
14:20:33.553 -> Flow rate: 66.67 L/m,,,,20:33.6,->,Flow rate:,66.67,L/m
14:20:33.696 -> Flow rate: 66.67 L/m,,,,20:33.7,->,Flow rate:,66.67,L/m
14:20:33.793 -> Flow rate: 66.67 L/m,,,,20:33.8,->,Flow rate:,66.67,L/m
14:20:33.887 -> Flow rate: 75.00 L/m,,,,20:33.9,->,Flow rate:,75,L/m
14:20:33.982 -> Flow rate: 66.67 L/m,,,,20:34.0,->,Flow rate:,66.67,L/m
14:20:34.076 -> Flow rate: 58.33 L/m,,,,20:34.1,->,Flow rate:,58.33,L/m
14:20:34.171 -> Flow rate: 66.67 L/m,,,,20:34.2,->,Flow rate:,66.67,L/m
14:20:34.266 -> Flow rate: 66.67 L/m,,,,20:34.3,->,Flow rate:,66.67,L/m
14:20:34.361 -> Flow rate: 58.33 L/m,,,,20:34.4,->,Flow rate:,58.33,L/m
14:20:34.455 -> Flow rate: 66.67 L/m,,,,20:34.5,->,Flow rate:,66.67,L/m
14:20:34.598 -> Flow rate: 66.67 L/m,,,,20:34.6,->,Flow rate:,66.67,L/m
14:20:34.693 -> Flow rate: 58.33 L/m,,,,20:34.7,->,Flow rate:,58.33,L/m
14:20:34.787 -> Flow rate: 66.67 L/m,,,,20:34.8,->,Flow rate:,66.67,L/m
14:20:34.885 -> Flow rate: 66.67 L/m,,,,20:34.9,->,Flow rate:,66.67,L/m
14:20:34.977 -> Flow rate: 66.67 L/m,,,,20:35.0,->,Flow rate:,66.67,L/m
14:20:35.072 -> Flow rate: 66.67 L/m,,,,20:35.1,->,Flow rate:,66.67,L/m
14:20:35.199 -> Flow rate: 66.67 L/m,,,,20:35.2,->,Flow rate:,66.67,L/m
14:20:35.296 -> Flow rate: 66.67 L/m,,,,20:35.3,->,Flow rate:,66.67,L/m
14:20:35.389 -> Flow rate: 66.67 L/m,,,,20:35.4,->,Flow rate:,66.67,L/m
14:20:35.484 -> Flow rate: 66.67 L/m,,,,20:35.5,->,Flow rate:,66.67,L/m
14:20:35.563 -> Flow rate: 66.67 L/m,,,,20:35.6,->,Flow rate:,66.67,L/m
14:20:35.657 -> Flow rate: 66.67 L/m,,,,20:35.7,->,Flow rate:,66.67,L/m
14:20:35.751 -> Flow rate: 66.67 L/m,,,,20:35.8,->,Flow rate:,66.67,L/m
14:20:35.894 -> Flow rate: 75.00 L/m,,,,20:35.9,->,Flow rate:,75,L/m
14:20:35.989 -> Flow rate: 66.67 L/m,,,,20:36.0,->,Flow rate:,66.67,L/m
14:20:36.083 -> Flow rate: 66.67 L/m,,,,20:36.1,->,Flow rate:,66.67,L/m
14:20:36.194 -> Flow rate: 66.67 L/m,,,,20:36.2,->,Flow rate:,66.67,L/m
14:20:36.289 -> Flow rate: 66.67 L/m,,,,20:36.3,->,Flow rate:,66.67,L/m
14:20:36.387 -> Flow rate: 58.33 L/m,,,,20:36.4,->,Flow rate:,58.33,L/m
14:20:36.464 -> Flow rate: 66.67 L/m,,,,20:36.5,->,Flow rate:,66.67,L/m
14:20:36.559 -> Flow rate: 58.33 L/m,,,,20:36.6,->,Flow rate:,58.33,L/m
14:20:36.653 -> Flow rate: 66.67 L/m,,,,20:36.7,->,Flow rate:,66.67,L/m
14:20:36.748 -> Flow rate: 58.33 L/m,,,,20:36.7,->,Flow rate:,58.33,L/m
14:20:36.889 -> Flow rate: 58.33 L/m,,,,20:36.9,->,Flow rate:,58.33,L/m
14:20:36.984 -> Flow rate: 58.33 L/m,,,,20:37.0,->,Flow rate:,58.33,L/m
14:20:37.078 -> Flow rate: 58.33 L/m,,,,20:37.1,->,Flow rate:,58.33,L/m
14:20:37.174 -> Flow rate: 50.00 L/m,,,,20:37.2,->,Flow rate:,50,L/m
14:20:37.268 -> Flow rate: 58.33 L/m,,,,20:37.3,->,Flow rate:,58.33,L/m
14:20:37.363 -> Flow rate: 50.00 L/m,,,,20:37.4,->,Flow rate:,50,L/m
14:20:37.459 -> Flow rate: 58.33 L/m,,,,20:37.5,->,Flow rate:,58.33,L/m
14:20:37.554 -> Flow rate: 58.33 L/m,,,,20:37.6,->,Flow rate:,58.33,L/m
14:20:37.682 -> Flow rate: 66.67 L/m,,,,20:37.7,->,Flow rate:,66.67,L/m
14:20:37.778 -> Flow rate: 66.67 L/m,,,,20:37.8,->,Flow rate:,66.67,L/m
14:20:37.874 -> Flow rate: 58.33 L/m,,,,20:37.9,->,Flow rate:,58.33,L/m
14:20:37.969 -> Flow rate: 66.67 L/m,,,,20:38.0,->,Flow rate:,66.67,L/m
14:20:38.063 -> Flow rate: 66.67 L/m,,,,20:38.1,->,Flow rate:,66.67,L/m
14:20:38.158 -> Flow rate: 66.67 L/m,,,,20:38.2,->,Flow rate:,66.67,L/m
14:20:38.254 -> Flow rate: 66.67 L/m,,,,20:38.3,->,Flow rate:,66.67,L/m
14:20:38.396 -> Flow rate: 75.00 L/m,,,,20:38.4,->,Flow rate:,75,L/m
14:20:38.491 -> Flow rate: 66.67 L/m,,,,20:38.5,->,Flow rate:,66.67,L/m
14:20:38.587 -> Flow rate: 66.67 L/m,,,,20:38.6,->,Flow rate:,66.67,L/m
14:20:38.684 -> Flow rate: 66.67 L/m,,,,20:38.7,->,Flow rate:,66.67,L/m
14:20:38.780 -> Flow rate: 66.67 L/m,,,,20:38.8,->,Flow rate:,66.67,L/m
14:20:38.876 -> Flow rate: 66.67 L/m,,,,20:38.9,->,Flow rate:,66.67,L/m
14:20:38.970 -> Flow rate: 75.00 L/m,,,,20:39.0,->,Flow rate:,75,L/m
14:20:39.064 -> Flow rate: 66.67 L/m,,,,20:39.1,->,Flow rate:,66.67,L/m
14:20:39.174 -> Flow rate: 66.67 L/m,,,,20:39.2,->,Flow rate:,66.67,L/m
14:20:39.270 -> Flow rate: 58.33 L/m,,,,20:39.3,->,Flow rate:,58.33,L/m
14:20:39.366 -> Flow rate: 66.67 L/m,,,,20:39.4,->,Flow rate:,66.67,L/m
14:20:39.462 -> Flow rate: 66.67 L/m,,,,20:39.5,->,Flow rate:,66.67,L/m
14:20:39.556 -> Flow rate: 66.67 L/m,,,,20:39.6,->,Flow rate:,66.67,L/m
14:20:39.669 -> Flow rate: 58.33 L/m,,,,20:39.7,->,Flow rate:,58.33,L/m
14:20:39.749 -> Flow rate: 66.67 L/m,,,,20:39.7,->,Flow rate:,66.67,L/m
14:20:39.859 -> Flow rate: 66.67 L/m,,,,20:39.9,->,Flow rate:,66.67,L/m
14:20:39.955 -> Flow rate: 66.67 L/m,,,,20:40.0,->,Flow rate:,66.67,L/m
14:20:40.081 -> Flow rate: 66.67 L/m,,,,20:40.1,->,Flow rate:,66.67,L/m
14:20:40.192 -> Flow rate: 66.67 L/m,,,,20:40.2,->,Flow rate:,66.67,L/m
14:20:40.271 -> Flow rate: 66.67 L/m,,,,20:40.3,->,Flow rate:,66.67,L/m
14:20:40.365 -> Flow rate: 66.67 L/m,,,,20:40.4,->,Flow rate:,66.67,L/m
14:20:40.459 -> Flow rate: 66.67 L/m,,,,20:40.5,->,Flow rate:,66.67,L/m
14:20:40.599 -> Flow rate: 66.67 L/m,,,,20:40.6,->,Flow rate:,66.67,L/m
14:20:40.646 -> Flow rate: 66.67 L/m,,,,20:40.6,->,Flow rate:,66.67,L/m
14:20:40.787 -> Flow rate: 66.67 L/m,,,,20:40.8,->,Flow rate:,66.67,L/m
14:20:40.881 -> Flow rate: 66.67 L/m,,,,20:40.9,->,Flow rate:,66.67,L/m
14:20:40.975 -> Flow rate: 66.67 L/m,,,,20:41.0,->,Flow rate:,66.67,L/m
14:20:41.100 -> Flow rate: 66.67 L/m,,,,20:41.1,->,Flow rate:,66.67,L/m
14:20:41.194 -> Flow rate: 66.67 L/m,,,,20:41.2,->,Flow rate:,66.67,L/m
14:20:41.287 -> Flow rate: 66.67 L/m,,,,20:41.3,->,Flow rate:,66.67,L/m
14:20:41.381 -> Flow rate: 66.67 L/m,,,,20:41.4,->,Flow rate:,66.67,L/m
14:20:41.475 -> Flow rate: 75.00 L/m,,,,20:41.5,->,Flow rate:,75,L/m
14:20:41.569 -> Flow rate: 66.67 L/m,,,,20:41.6,->,Flow rate:,66.67,L/m
14:20:41.662 -> Flow rate: 58.33 L/m,,,,20:41.7,->,Flow rate:,58.33,L/m
14:20:41.756 -> Flow rate: 66.67 L/m,,,,20:41.8,->,Flow rate:,66.67,L/m
14:20:41.850 -> Flow rate: 66.67 L/m,,,,20:41.8,->,Flow rate:,66.67,L/m
14:20:41.992 -> Flow rate: 58.33 L/m,,,,20:42.0,->,Flow rate:,58.33,L/m
14:20:42.088 -> Flow rate: 75.00 L/m,,,,20:42.1,->,Flow rate:,75,L/m
14:20:42.182 -> Flow rate: 66.67 L/m,,,,20:42.2,->,Flow rate:,66.67,L/m
14:20:42.276 -> Flow rate: 66.67 L/m,,,,20:42.3,->,Flow rate:,66.67,L/m
14:20:42.370 -> Flow rate: 66.67 L/m,,,,20:42.4,->,Flow rate:,66.67,L/m
14:20:42.464 -> Flow rate: 58.33 L/m,,,,20:42.5,->,Flow rate:,58.33,L/m
14:20:42.557 -> Flow rate: 66.67 L/m,,,,20:42.6,->,Flow rate:,66.67,L/m
14:20:42.698 -> Flow rate: 66.67 L/m,,,,20:42.7,->,Flow rate:,66.67,L/m
14:20:42.792 -> Flow rate: 66.67 L/m,,,,20:42.8,->,Flow rate:,66.67,L/m
14:20:42.885 -> Flow rate: 58.33 L/m,,,,20:42.9,->,Flow rate:,58.33,L/m
14:20:42.979 -> Flow rate: 58.33 L/m,,,,20:43.0,->,Flow rate:,58.33,L/m
14:20:43.073 -> Flow rate: 58.33 L/m,,,,20:43.1,->,Flow rate:,58.33,L/m
14:20:43.167 -> Flow rate: 58.33 L/m,,,,20:43.2,->,Flow rate:,58.33,L/m
14:20:43.261 -> Flow rate: 58.33 L/m,,,,20:43.3,->,Flow rate:,58.33,L/m
14:20:43.355 -> Flow rate: 58.33 L/m,,,,20:43.4,->,Flow rate:,58.33,L/m
14:20:43.482 -> Flow rate: 66.67 L/m,,,,20:43.5,->,Flow rate:,66.67,L/m
14:20:43.576 -> Flow rate: 66.67 L/m,,,,20:43.6,->,Flow rate:,66.67,L/m
14:20:43.669 -> Flow rate: 58.33 L/m,,,,20:43.7,->,Flow rate:,58.33,L/m
14:20:43.763 -> Flow rate: 66.67 L/m,,,,20:43.8,->,Flow rate:,66.67,L/m
14:20:43.857 -> Flow rate: 66.67 L/m,,,,20:43.9,->,Flow rate:,66.67,L/m
14:20:43.951 -> Flow rate: 66.67 L/m,,,,20:44.0,->,Flow rate:,66.67,L/m
14:20:44.091 -> Flow rate: 58.33 L/m,,,,20:44.1,->,Flow rate:,58.33,L/m
14:20:44.185 -> Flow rate: 66.67 L/m,,,,20:44.2,->,Flow rate:,66.67,L/m
14:20:44.279 -> Flow rate: 66.67 L/m,,,,20:44.3,->,Flow rate:,66.67,L/m
14:20:44.374 -> Flow rate: 75.00 L/m,,,,20:44.4,->,Flow rate:,75,L/m
14:20:44.468 -> Flow rate: 66.67 L/m,,,,20:44.5,->,Flow rate:,66.67,L/m
14:20:44.561 -> Flow rate: 66.67 L/m,,,,20:44.6,->,Flow rate:,66.67,L/m
14:20:44.656 -> Flow rate: 66.67 L/m,,,,20:44.7,->,Flow rate:,66.67,L/m
14:20:44.796 -> Flow rate: 66.67 L/m,,,,20:44.8,->,Flow rate:,66.67,L/m
14:20:44.891 -> Flow rate: 66.67 L/m,,,,20:44.9,->,Flow rate:,66.67,L/m
14:20:44.984 -> Flow rate: 58.33 L/m,,,,20:45.0,->,Flow rate:,58.33,L/m
14:20:45.078 -> Flow rate: 66.67 L/m,,,,20:45.1,->,Flow rate:,66.67,L/m
14:20:45.172 -> Flow rate: 66.67 L/m,,,,20:45.2,->,Flow rate:,66.67,L/m
14:20:45.266 -> Flow rate: 66.67 L/m,,,,20:45.3,->,Flow rate:,66.67,L/m
14:20:45.393 -> Flow rate: 66.67 L/m,,,,20:45.4,->,Flow rate:,66.67,L/m
14:20:45.488 -> Flow rate: 66.67 L/m,,,,20:45.5,->,Flow rate:,66.67,L/m
14:20:45.582 -> Flow rate: 58.33 L/m,,,,20:45.6,->,Flow rate:,58.33,L/m
14:20:45.677 -> Flow rate: 66.67 L/m,,,,20:45.7,->,Flow rate:,66.67,L/m
14:20:45.770 -> Flow rate: 66.67 L/m,,,,20:45.8,->,Flow rate:,66.67,L/m
14:20:45.880 -> Flow rate: 58.33 L/m,,,,20:45.9,->,Flow rate:,58.33,L/m
14:20:45.973 -> Flow rate: 66.67 L/m,,,,20:46.0,->,Flow rate:,66.67,L/m
14:20:46.083 -> Flow rate: 66.67 L/m,,,,20:46.1,->,Flow rate:,66.67,L/m
14:20:46.176 -> Flow rate: 66.67 L/m,,,,20:46.2,->,Flow rate:,66.67,L/m
14:20:46.271 -> Flow rate: 58.33 L/m,,,,20:46.3,->,Flow rate:,58.33,L/m
14:20:46.365 -> Flow rate: 58.33 L/m,,,,20:46.4,->,Flow rate:,58.33,L/m
14:20:46.458 -> Flow rate: 58.33 L/m,,,,20:46.5,->,Flow rate:,58.33,L/m
14:20:46.552 -> Flow rate: 58.33 L/m,,,,20:46.6,->,Flow rate:,58.33,L/m
14:20:46.693 -> Flow rate: 58.33 L/m,,,,20:46.7,->,Flow rate:,58.33,L/m
14:20:46.786 -> Flow rate: 58.33 L/m,,,,20:46.8,->,Flow rate:,58.33,L/m
14:20:46.880 -> Flow rate: 50.00 L/m,,,,20:46.9,->,Flow rate:,50,L/m
14:20:46.974 -> Flow rate: 58.33 L/m,,,,20:47.0,->,Flow rate:,58.33,L/m
14:20:47.068 -> Flow rate: 66.67 L/m,,,,20:47.1,->,Flow rate:,66.67,L/m
14:20:47.177 -> Flow rate: 58.33 L/m,,,,20:47.2,->,Flow rate:,58.33,L/m
14:20:47.271 -> Flow rate: 58.33 L/m,,,,20:47.3,->,Flow rate:,58.33,L/m
14:20:47.397 -> Flow rate: 66.67 L/m,,,,20:47.4,->,Flow rate:,66.67,L/m
14:20:47.492 -> Flow rate: 66.67 L/m,,,,20:47.5,->,Flow rate:,66.67,L/m
14:20:47.587 -> Flow rate: 66.67 L/m,,,,20:47.6,->,Flow rate:,66.67,L/m
14:20:47.697 -> Flow rate: 66.67 L/m,,,,20:47.7,->,Flow rate:,66.67,L/m
14:20:47.791 -> Flow rate: 58.33 L/m,,,,20:47.8,->,Flow rate:,58.33,L/m
